neg_words,pos_words,nb_review,location
3.3528529590696228,7.541772187716642,70681,"United States, Minnesota"
2.392398190045249,5.463348416289593,5525,"United States, Mississippi"
2.8479757790102616,6.75286016665327,37323,"United States, Missouri"
3.5434281322059955,7.418524212144504,2602,"United States, Montana"
4.02788517867604,8.465846514352666,8535,"United States, Nebraska"
3.236929003852504,6.552283984589984,7268,"United States, Nevada"
3.0804009819967266,6.471938079650846,29328,"United States, New Hampshire"
3.169684927618507,7.153718421799603,70460,"United States, New Jersey"
3.0984537709056483,6.734301041337962,6338,"United States, New Mexico"
3.4841936915673855,7.452982661321572,141937,"United States, New York"
3.1088557180628533,6.701228287425951,59758,"United States, North Carolina"
4.171727748691099,7.282722513089006,955,"United States, North Dakota"
3.3958953004164187,7.626248743563971,97498,"United States, Ohio"
3.1833917383455455,6.600828289264097,9417,"United States, Oklahoma"
3.511745383964565,7.898173493256358,40186,"United States, Oregon"
3.3498761447837797,7.218659773228924,185297,"United States, Pennsylvania"
2.7450532266794974,6.522222890479341,16627,"United States, Rhode Island"
3.1429969020055437,7.22113973585521,24532,"United States, South Carolina"
3.0975336322869955,6.153587443946188,892,"United States, South Dakota"
3.2574027217397252,7.478697941598851,14623,"United States, Tennessee"
3.0423328606554176,6.681814042436937,76867,"United States, Texas"
3.0149837133550488,7.441693811074918,1535,"United States, Utah"
2.8394486507474275,7.04452209926875,15453,"United States, Vermont"
3.2182812341785887,7.756216458607571,69131,"United States, Virginia"
3.1506929861402773,7.000629987400252,71430,"United States, Washington"
3.4164805716837874,8.306721750781598,8956,"United States, West Virginia"
3.3939265536723164,7.171633709981168,42480,"United States, Wisconsin"
3.661115980134385,7.475021910604733,3423,"United States, Wyoming"
1.6666666666666667,4.777777777777778,9,Uruguay
1.0,11.0,1,Uzbekistan
3.5,4.0,2,Vanuatu
3.0,5.0,2,Venezuela
0.35714285714285715,2.2857142857142856,28,Vietnam
2.4879518072289155,4.801204819277109,166,Wales
