,country,neg_words,pos_words,nb_review
72,"United States, Delaware",2.8617693522906795,6.868088467614534,1266
73,"United States, Florida",2.9713825070536073,6.822450624748085,4962
74,"United States, Georgia",3.2178072111846947,6.971792985038018,4077
75,"United States, Hawaii",3.074074074074074,6.895061728395062,162
76,"United States, Idaho",2.990228013029316,6.9332247557003255,614
77,"United States, Illinois",3.3101460666797666,7.2703216086985,15267
78,"United States, Indiana",2.8054897067997504,6.893948845913911,8015
79,"United States, Iowa",3.533423362592843,7.3696826468602294,2962
80,"United States, Kansas",3.1951923076923077,6.974038461538462,1040
81,"United States, Kentucky",3.4918655097613884,7.587039045553145,3688
82,"United States, Louisiana",2.7017045454545454,5.899621212121212,1056
83,"United States, Maine",2.6285714285714286,6.60250626566416,1995
84,"United States, Maryland",3.2611119051021866,7.736887237387451,6997
85,"United States, Massachusetts",3.371134926212228,7.54901616303584,11384
86,"United States, Michigan",3.723598435462842,9.075880052151238,3835
87,"United States, Minnesota",3.2148901615522694,7.689888024617488,11699
88,"United States, Mississippi",2.309479553903346,5.567843866171004,1076
89,"United States, Missouri",2.7054553968625616,6.797471318192461,8542
90,"United States, Montana",3.1333333333333333,7.027642276422764,615
91,"United States, Nebraska",3.7264864864864866,8.212972972972972,925
92,"United States, Nevada",3.3668122270742358,7.353711790393013,458
93,"United States, New Hampshire",2.923963133640553,6.2265745007680495,5208
94,"United States, New Jersey",3.0614960991280404,7.237264800367141,8716
95,"United States, New Mexico",3.0387596899224807,6.785529715762274,387
96,"United States, New York",3.3904777649198214,7.6743263349313935,12098
97,"United States, North Carolina",3.0570956489810905,6.844501560492014,5447
98,"United States, North Dakota",4.205479452054795,6.6438356164383565,73
99,"United States, Ohio",3.356429527437455,7.8082981571090295,9713
100,"United States, Oklahoma",3.108433734939759,7.00328587075575,913
101,"United States, Oregon",3.5683509596553074,8.35056795926361,2553
102,"United States, Pennsylvania",3.2321326472269867,7.230331618067467,34980
103,"United States, Rhode Island",2.7472375690607733,6.628453038674033,1448
104,"United States, South Carolina",3.0606060606060606,7.377869605142332,2178
105,"United States, South Dakota",2.9454545454545453,5.636363636363637,165
106,"United States, Tennessee",2.9874065328610784,7.107044470680834,2541
107,"United States, Texas",3.052668416447944,7.2047244094488185,5715
108,"United States, Utah",2.9150943396226414,7.660377358490566,106
109,"United States, Vermont",2.8660287081339715,7.262360446570973,1254
110,"United States, Virginia",3.0383985322062776,7.66679771967761,15261
111,"United States, Washington",3.20114006514658,6.942046688382193,7368
112,"United States, West Virginia",3.270735524256651,8.509389671361502,1278
113,"United States, Wisconsin",3.48792394655704,7.465313463514902,3892
114,"United States, Wyoming",3.7088122605363987,7.6513409961685825,261
115,Wales,3.1666666666666665,2.5,6
