,country,neg_words,pos_words,nb_review
72,"United States, Georgia",3.518738140417457,7.104601518026565,4216
73,"United States, Hawaii",2.4686192468619246,6.2824267782426775,478
74,"United States, Idaho",2.8627831715210355,6.4,1545
75,"United States, Illinois",3.5666207439480417,7.335760677032081,15243
76,"United States, Indiana",3.3817946505608285,7.175798101811907,4636
77,"United States, Iowa",4.455269320843091,8.495081967213114,2135
78,"United States, Kansas",3.4130982367758187,7.19647355163728,794
79,"United States, Kentucky",3.8514739229024944,7.620181405895692,3528
80,"United States, Louisiana",3.0161616161616163,6.022222222222222,990
81,"United States, Maine",3.334946757018393,7.220716360116167,1033
82,"United States, Maryland",3.450678496868476,7.620041753653445,3832
83,"United States, Massachusetts",3.8550431355841943,7.877516242411333,9389
84,"United States, Michigan",3.828540397601171,8.943429192047976,21177
85,"United States, Minnesota",3.6966614813928445,7.828048342706713,8357
86,"United States, Mississippi",2.652173913043478,5.86128364389234,483
87,"United States, Missouri",3.0841269841269843,6.971164021164022,3780
88,"United States, Montana",4.002403846153846,7.8701923076923075,416
89,"United States, Nebraska",4.322303921568627,8.584558823529411,816
90,"United States, Nevada",3.201042442293373,6.922561429635145,1343
91,"United States, New Hampshire",3.500497017892644,6.888667992047714,2012
92,"United States, New Jersey",3.416900880644557,7.269627131347199,5337
93,"United States, New Mexico",3.456260720411664,7.274442538593482,583
94,"United States, New York",3.8344588428545356,7.942051469246213,10958
95,"United States, North Carolina",3.341299345016817,6.922287130465569,5649
96,"United States, North Dakota",3.2717391304347827,7.293478260869565,92
97,"United States, Ohio",3.5092096572980114,7.472371028105966,13627
98,"United States, Oklahoma",3.3259345794392523,6.917056074766355,856
99,"United States, Oregon",3.470952687479884,7.948825233344062,12428
100,"United States, Pennsylvania",3.645366263038005,7.465771490228989,16682
101,"United States, Rhode Island",3.06838905775076,6.546352583586626,1316
102,"United States, South Carolina",3.404513888888889,7.468315972222222,2304
103,"United States, South Dakota",3.4615384615384617,5.945054945054945,91
104,"United States, Tennessee",3.539454806312769,7.840028694404591,1394
105,"United States, Texas",3.196258992805755,6.878561151079137,6950
106,"United States, Utah",3.3529411764705883,7.669683257918552,221
107,"United States, Vermont",3.0778588807785887,7.561232765612328,1233
108,"United States, Virginia",3.525409836065574,8.223770491803279,6100
109,"United States, Washington",3.1830924222514234,7.152168199737188,11415
110,"United States, West Virginia",3.6258503401360542,8.320861678004535,882
111,"United States, Wisconsin",3.630494797196857,7.219367169250372,4709
112,"United States, Wyoming",3.918429003021148,8.510574018126889,331
113,Uzbekistan,1.0,11.0,1
114,Vanuatu,5.0,3.0,1
115,Wales,2.8,4.7,10
