,country,neg_words,pos_words,nb_review
63,Thailand,3.515151515151515,9.8989898989899,99
64,Tokelau,6.0,13.0,1
65,Ukraine,1.9285714285714286,4.285714285714286,14
66,United Arab Emirates,2.5833333333333335,6.583333333333333,12
67,"United States, Alabama",3.1842275371687134,7.544279250161603,1547
68,"United States, Alaska",3.196132596685083,8.792817679558011,362
69,"United States, Arizona",3.3504051863857374,8.437601296596434,3085
70,"United States, Arkansas",2.2797055730809674,5.837013669821241,951
71,"United States, California",3.2757895829548698,7.423533075545636,38533
72,"United States, Colorado",3.3078407296965446,8.157165409577267,5701
73,"United States, Connecticut",3.0193842645381985,7.026795895096921,3508
74,"United States, Delaware",3.1836363636363636,7.712727272727273,550
75,"United States, Florida",2.8697792362768495,6.971807875894988,6704
76,"United States, Georgia",3.242194513715711,7.202992518703242,10025
77,"United States, Hawaii",2.802850356294537,6.577197149643705,421
78,"United States, Idaho",2.750285062713797,6.513112884834664,877
79,"United States, Illinois",3.2249405368671424,7.4364593951749915,11772
80,"United States, Indiana",3.1020728643216082,7.307474874371859,3184
81,"United States, Iowa",4.328415300546448,8.739344262295083,1830
82,"United States, Kansas",3.1217183770883055,7.258949880668258,838
83,"United States, Kentucky",3.63568010936432,7.811004784688995,2926
84,"United States, Louisiana",2.4998135024244683,6.051100335695636,2681
85,"United States, Maine",2.7722110888443554,6.848363393453574,1497
86,"United States, Maryland",3.240848585690516,7.931156405990016,4808
87,"United States, Massachusetts",3.4777335984095425,8.095228628230617,10060
88,"United States, Michigan",3.9438894792773644,9.595111583421891,4705
89,"United States, Minnesota",3.363744960430043,7.919814842466776,6697
90,"United States, Mississippi",2.203405017921147,5.872759856630824,1116
91,"United States, Missouri",2.7919254658385095,7.275268210050819,3542
92,"United States, Montana",3.8435582822085887,8.061349693251534,326
93,"United States, Nebraska",3.628395061728395,7.961728395061728,810
94,"United States, Nevada",3.0555183946488294,6.854180602006689,1495
95,"United States, New Hampshire",3.144156434743065,7.156889495225102,2199
96,"United States, New Jersey",3.1328841743119265,7.44911123853211,6976
97,"United States, New Mexico",3.121765601217656,6.960426179604262,657
98,"United States, New York",3.5745336827501157,8.113226452905812,12974
99,"United States, North Carolina",3.08101644245142,7.139162929745889,6690
100,"United States, North Dakota",4.2631578947368425,7.136842105263158,95
101,"United States, Ohio",3.3781115879828327,8.026609442060085,9320
102,"United States, Oklahoma",3.1063029162746942,6.915333960489182,1063
103,"United States, Oregon",3.367760819569308,8.045369015262388,4783
104,"United States, Pennsylvania",3.3994084626063863,7.615500694151023,16567
105,"United States, Rhode Island",2.8095582910934107,7.063721940622737,1381
106,"United States, South Carolina",3.0566676932553127,7.3689559593470895,3247
107,"United States, South Dakota",2.4722222222222223,5.333333333333333,72
108,"United States, Tennessee",3.2311801845556096,7.745993200582808,2059
109,"United States, Texas",2.995719574271171,6.979176307265155,8644
110,"United States, Utah",2.90625,8.0,192
111,"United States, Vermont",2.9705117085862964,7.101474414570685,1153
112,"United States, Virginia",3.288945433983602,8.557110545660164,7074
113,"United States, Washington",3.081853281853282,7.312483912483913,7770
114,"United States, West Virginia",3.169098712446352,7.921030042918455,1165
115,"United States, Wisconsin",3.411970382558618,7.419991772932949,4862
116,"United States, Wyoming",3.5672514619883042,7.777777777777778,342
117,Wales,2.3076923076923075,4.6923076923076925,13
