,country,neg_words,pos_words,nb_review
96,"United States, Massachusetts",3.3409022215505515,7.3870333988212185,26468
97,"United States, Michigan",3.960687382297552,9.549435028248588,4248
98,"United States, Minnesota",3.39720787913559,7.781985083189903,5229
99,"United States, Mississippi",2.4605009633911368,5.878612716763006,519
100,"United States, Missouri",2.7787671232876714,6.832876712328767,2920
101,"United States, Montana",3.556390977443609,7.413533834586466,133
102,"United States, Nebraska",3.6532374100719425,8.286330935251799,695
103,"United States, Nevada",3.3045186640471513,6.557956777996071,509
104,"United States, New Hampshire",3.0098039215686274,6.512254901960785,4488
105,"United States, New Jersey",2.9353961677887104,7.023821853961678,15448
106,"United States, New Mexico",3.256308100929615,6.934926958831341,753
107,"United States, New York",3.130068923519805,7.1643922827801925,36127
108,"United States, North Carolina",3.089911218724778,6.848910411622276,6195
109,"United States, North Dakota",4.7936507936507935,6.587301587301587,63
110,"United States, Ohio",3.372102868028363,7.769605249232723,9449
111,"United States, Oklahoma",3.0550964187327825,6.746556473829201,726
112,"United States, Oregon",3.6958939264328485,8.098374679213002,2338
113,"United States, Pennsylvania",3.2218583002930528,7.175443888984658,23204
114,"United States, Rhode Island",2.696298455260857,6.618478577674147,3431
115,"United States, South Carolina",3.011899515204936,7.250771264874394,2269
116,"United States, South Dakota",3.272727272727273,6.581818181818182,55
117,"United States, Tennessee",3.1943462897526502,7.402120141342756,1415
118,"United States, Texas",3.0351699882766705,6.772734885278847,5971
119,"United States, Utah",3.0,6.768115942028985,69
120,"United States, Vermont",2.7133427628477134,6.994342291371995,2121
121,"United States, Virginia",3.259782455149032,8.03008899562085,7079
122,"United States, Washington",3.190333618477331,7.278229255774166,4676
123,"United States, West Virginia",3.418823529411765,8.086274509803921,1275
124,"United States, Wisconsin",3.3506660936828534,7.226471852170176,2327
125,"United States, Wyoming",3.7927170868347337,8.176470588235293,357
126,Wales,3.2222222222222223,5.444444444444445,9
127,nan,3.1518054532056006,7.394743306312945,8142
