,country,neg_words,pos_words,nb_review
69,Tajikistan,4.0,4.6,5
70,Thailand,2.6842105263157894,8.026315789473685,38
71,Trinidad and Tobago,4.0,6.0,1
72,Ukraine,2.1,5.4,10
73,United Arab Emirates,3.3461538461538463,5.230769230769231,26
74,"United States, Alabama",3.4936260623229463,7.1664305949008495,1412
75,"United States, Alaska",3.3297872340425534,8.61968085106383,376
76,"United States, Arizona",3.307148084898756,8.213466699194926,4099
77,"United States, Arkansas",2.3176248821866166,5.650329877474081,1061
78,"United States, California",3.5272326507394767,7.173279294653015,14064
79,"United States, Colorado",3.29162656400385,7.6602502406159765,17663
80,"United States, Connecticut",3.125553097345133,6.792035398230088,3616
81,"United States, Delaware",2.9058823529411764,6.766844919786096,935
82,"United States, Florida",3.0061905480899895,6.607428657707987,6623
83,"United States, Georgia",3.398248325605358,7.0649149922720245,5823
84,"United States, Hawaii",2.8468468468468466,6.256756756756757,222
85,"United States, Idaho",3.0776699029126213,6.116504854368932,721
86,"United States, Illinois",3.4452978643686776,6.954383664293743,10676
87,"United States, Indiana",3.1863580998781975,6.933922046285018,3284
88,"United States, Iowa",3.9336708860759493,7.769113924050633,1975
89,"United States, Kansas",3.1333878887070377,6.956628477905074,1222
90,"United States, Kentucky",3.6811868686868685,7.111426767676767,3168
91,"United States, Louisiana",2.916153846153846,6.060769230769231,1300
92,"United States, Maine",2.8180505415162456,6.466425992779784,1385
93,"United States, Maryland",3.134529635671561,7.296791734638391,9195
94,"United States, Massachusetts",3.58018211033744,7.427530798071773,9335
95,"United States, Michigan",3.997276688453159,9.25127087872186,5508
96,"United States, Minnesota",3.4636064636064634,7.504361504361504,6993
97,"United States, Mississippi",2.412186379928315,5.491039426523297,558
98,"United States, Missouri",2.8369278169014085,6.567781690140845,4544
99,"United States, Montana",3.5902777777777777,7.607638888888889,288
100,"United States, Nebraska",4.024390243902439,8.250196695515342,1271
101,"United States, Nevada",3.2069825436408976,6.21072319201995,802
102,"United States, New Hampshire",3.125370187561698,6.4106614017769,2026
103,"United States, New Jersey",3.2794874603000768,7.182126820720622,9131
104,"United States, New Mexico",2.6949293433083956,6.357439733998337,1203
105,"United States, New York",3.6696614196614195,7.619097119097119,13468
106,"United States, North Carolina",3.2901971674534853,6.834490419327964,7202
107,"United States, North Dakota",3.980769230769231,7.102564102564102,156
108,"United States, Ohio",3.4515857423519507,7.614557021236785,10689
109,"United States, Oklahoma",3.1939102564102564,6.625801282051282,1248
110,"United States, Oregon",3.4542382427485214,7.867079695860321,3551
111,"United States, Pennsylvania",3.3109129814550644,7.218723252496433,28040
112,"United States, Rhode Island",2.8195224719101124,6.440308988764045,1424
113,"United States, South Carolina",3.180028632784538,7.105941302791696,2794
114,"United States, South Dakota",3.0707070707070705,6.292929292929293,99
115,"United States, Tennessee",3.386013215859031,7.4631057268722465,1816
116,"United States, Texas",3.213919113118456,6.886778895504003,9742
117,"United States, Utah",3.2697095435684647,8.049792531120332,241
118,"United States, Vermont",2.9745283018867923,7.119811320754717,1060
119,"United States, Virginia",3.3860341027723,7.8944438000232,8621
120,"United States, Washington",3.249793559042114,7.0832645196807045,7266
121,"United States, West Virginia",3.4619010212097407,8.440691280439905,1273
122,"United States, Wisconsin",3.6218691085375707,7.204147589550229,3713
123,"United States, Wyoming",3.508417508417508,6.801346801346801,594
124,Vietnam,0.0,1.6666666666666667,3
125,Wales,2.764705882352941,4.588235294117647,17
